object_type,loc_name,full_name,pf_class,attribute_name,attribute_description,value,value_text,raw_value_text,value_type,unit,readable,data_source_hint
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cBoxed,Gehäuse:Freiluft:Gekapselt,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cBoxHeight,Höhe,0.0,0.0,0.0,float,mm,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cBoxWidth,Breite,0.0,0.0,0.0,float,mm,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cCapShnt,Shunt platziert von ComCapo,,,,NoneType,ElmShnt,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,CCEarFr,Fehlerdaten Doppelerdschluss: Erdschlusshäufigkeit,0.0,0.0,0.0,float,1/a,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,CCEarProb,Fehlerdaten Doppelerdschluss: Bedingte Wahrscheinlichkeit eines 2. Erdschlusses,0.0,0.0,0.0,float,%,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,CCEarRepMu,Fehlerdaten Doppelerdschluss: Reparaturdauer,0.0,0.0,0.0,float,h,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cCondGap,Leiterabstand,0.0,0.0,0.0,float,mm,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cConsis,"Konsistenz, Status:Nicht OK:  OK",0.0,0.0,0.0,float, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cDcBoxType,Gehäuseart:Schaltschrank:NS Schaltanlage:MS Schaltanlage,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cDisplayName,Anzeigename,Bus 1,Bus 1,Bus 1,str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cElectrodes,Elektrodenanordnung,Vertikal in Freiluft,Vertikal in Freiluft,['Vertikal in Freiluft'],str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,charact,Charakt.,[],[],[],list, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,chr_name,KKS-Name,,,,str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciBusbarCon,Verbindungsstatus,-2,-2,-2,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciDist,Entfernung von Einspeisung in Anzahl Knoten,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciDistAll,Entfernung von Einspeisung in Anzahl Knoten (mit Schaltern),0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciDistAllRoot,Entfernung von erster Einspeisung in Anzahl Knoten (mit Schaltern),0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciDistRoot,Entfernung von erster Einspeisung in Anzahl Knoten,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciEarthed,geerdet,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciEnergized,versorgt,1,1,1,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciLater,Lateralindex,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cimRdfId,RDF ID,[],[],[],list, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cIntInStat,Hilfsknoten in Schaltanlage,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,ciOutaged,Geplanter Ausfall,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cLocAccTime,Zugangszeiten für Schalter: Nach Schalthandlung an anderer Sammelschiene,0.0,0.0,0.0,float,min,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cnFactor,Statistische Korrektur,3.0,3.0,3.0,float, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,commissionDate,Inbetriebnahme am,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,CondGap,Leiterabstand,0.0,0.0,0.0,float,mm,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,constr,Baujahr,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpArea,Gebiet,,,,NoneType,ElmArea,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpBay,Gerätedaten: Schaltfeld,,,,NoneType,ElmBay,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpBranch,Zweig,,,,NoneType,ElmBranch,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpBusbar,Sammelschiene,,,,NoneType,ElmTerm,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpFeed,Abgang,,,,NoneType,ElmFeeder,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpGrid,Netz,<l3>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l3>,<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>,<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>,DataObject,ElmNet,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpHeadFold,Hauptverzeichnis,<l3>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l3>,<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>,<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>,DataObject, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpMeteostat,Wetterstation,,,,NoneType,ElmMeteostat,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpOperator,Betreiber,,,,NoneType,ElmOperator,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cPosLne,Nennspannung: Ort auf Leitung,0.0,0.0,0.0,float,km,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpOwner,Eigentümer,,,,NoneType,ElmOwner,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpSite,Standort,,,,NoneType,ElmSite,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpSubstat,Schaltanlage,,,,NoneType,"ElmSubstat,ElmTrfstat",False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpSupplySubstation,Versorgt von Schaltanlage,,,,NoneType,ElmSubstat,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpSupplyTransformer,Versorgt von Transformator,,,,NoneType,ElmTr*,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpSupplyTrfStation,Versorgt von Ortsnetzstation,,,,NoneType,ElmTrfstat,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cpZone,Zone,,,,NoneType,ElmZone,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cStatName,Anlage/Name,Bus 1,Bus 1,Bus 1,str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cubics,Felder,[],[],[],list,StaCubic,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cUserDefIndex,Benutzerdefinierter Index,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cWorkDist,Arbeitsabstand,0.0,0.0,0.0,float,mm,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,cXfactor,Transmissionsfaktor,0.0,0.0,0.0,float, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dat_src,Datenquelle,MAN,MAN,MAN,str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dataExtBlob,,,,,NoneType,,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dataExtDesc,Beschreibung,[],[],[],list, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dataExtUnit,Einheit,[],[],[],list, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dataExtValue,Wert,,,,NoneType,,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,DcBoxType,Gehäuseart:Schaltschrank:NS Schaltanlage:MS Schaltanlage,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,desc,Beschreibung,[],[],[],list, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,doc_id,Zusätzliche Daten,,,,NoneType, ,False,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dpl1,dpl1,0.0,0.0,0.0,float, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dpl2,dpl2,0.0,0.0,0.0,float, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dpl3,dpl3,0.0,0.0,0.0,float, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dpl4,dpl4,0.0,0.0,0.0,float, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dpl5,dpl5,0.0,0.0,0.0,float, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dvmax,Spannungsregelung: Delta U max,5.0,5.0,5.0,float,%,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,dvmin,Spannungsregelung: Delta U min,-5.0,-5.0,-5.0,float,%,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,Electrodes,Elektrodenanordnung,voa,voa,voa,str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,FOD,Fehlerdaten Ausfälle: Mittlere Auszeit,0.0,0.0,0.0,float,h,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,FOE,Fehlerdaten Ausfälle: Auszeiterwartung,0.0,0.0,0.0,float,h/a,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,fold_id,Im Ordner,<l3>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l3>,<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>,<powerfactory.DataObject <l1>\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet</l1>>,DataObject, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,FOR1,Fehlerdaten Ausfälle: Ausfallhäufigkeit,0.0,0.0,0.0,float,1/a,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,for_name,Fremdschlüssel,,,,str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,gnrl_modby,Objekt verändert durch,DIgSILENT,DIgSILENT,DIgSILENT,str, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,gnrl_modif,Objekt verändert,1580120947,1580120947,1580120947,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,GPSlat,Geographische Position: Breitengrad / Nordwert,0.0,0.0,0.0,float,deg,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,GPSlon,Geographische Position: Längengrad / Ostwert,0.0,0.0,0.0,float,deg,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,i_t,Kurzschlussstrom,0.0,0.0,0.0,float,kA,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,Iac_t,A.C. Anteil des Kurzschlussstroms,0.0,0.0,0.0,float,kA,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,iAccessLoc,Arbeitsbereich,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,iBayEnd,Schaltfeld-Ende,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,iBoxed,Gehäuse:Freiluft:Gekapselt,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,iComDate,Inbetriebnahme am,0,0,0,int, ,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,idc_t,D.C. Anteil des Kurzschlussstroms,0.0,0.0,0.0,float,kA,True,base
bus,Bus 1,\STELLER.IntUser\Nine-bus System(2).IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Nine-bus System.ElmNet\Bus 1.ElmTerm,ElmTerm,iEarth,Geerdet,0,0,0,int, ,True,base
